PARENTNAME,OWNER_NAME,OPER_NAME,PLANT_NAME,PHYS_CITY,P_COUNTY,UNIT_STATE,P_ST_NAME,P_COUNTRY,MARKET_REG,WORLD_REG,IND_CODE_DESC,SIC_CODE,PLANT_ID,UNIT_NAME,UNIT_ID,UNIT_TYPE,OUT_DESIGN,KO_DATE,STARTUP,STARTYEAR,SHUTDOWN,PRIM_FUEL,SECND_FUEL,FUEL_GROUP,HEAT_RATE,PWR_USAGE,U_STATUS,BOIL_NAME,BOILERTYPE,BMFR_NAME,BOIL_INFO,STEAM,STEAM_UOM,STEAM_TON,PRESSURE,PRES_UOM,PRES_BAR,TEMP,TEMP_UOM,TEMP_CEL,DESIGNFIRM,CONSTFIRM,MMBTU_HR,KO_YEAR,LATITUDE,LONGITUDE,COGEN_CHP
Southern Company,Georgia Power Company,Georgia Power Company,Robert W Scherer Power Station,Juliette,Monroe,GA,Georgia,U.S.A.,Southeast,North America,Power,4911,1014200,Scherer 03,1005654,Steam Turbine,891,,1-Jan-87,1987,1-Mar-27,Coal Subbituminous,Coal Bituminous,Coal,9945,Base Load,Operational,Boiler 03,Dry Bottom Boiler,GE ALSTOM Combustion Engineering Heritage,PC Tangential-Fired OFA LNB ESP-CS BAG SCR/FGD SN:CCRD-1530382,5790000,lbs/hr,2895,2400,PSIG,165,1000,deg F,538,Southern Company Services,,9495,,33.060473,-83.808281,0
Berkshire Hathaway Incorporated,MidAmerican Energy Company,MidAmerican Energy Company,Walter Scott Jr Energy Center,Council Bluffs,Pottawattamie,IA,Iowa,U.S.A.,Midwest,North America,Power,4911,1014234,Walter Scott Jr 04,1021323,Steam Turbine,890,8-Sep-03,1-Jun-07,2007,,Coal Subbituminous,,Coal,9328,Base Load,Operational,Boiler 04,Dry Bottom Boiler,Babcock-Hitachi,PC Opposed-Fired once-through sliding pressure LNB SCR FGD-DS BAG ACIS,5578000,lbs/hr,2789,3690,PSIG,254,1103,deg F,595,Sargent & Lundy,Hitachi America Ltd,,2003,41.180119,-95.840657,0
Southern Company,Alabama Power Company,Alabama Power Company,Ernest C Gaston Power Station,Wilsonville,Shelby,AL,Alabama,U.S.A.,Southeast,North America,Power,4911,1006892,Ernest C Gaston 05,1006839,Steam Turbine,884,,1-Aug-74,1974,,Coal Bituminous,Fuel Oil No. 2 Distillate Diesel,Coal,9308,Intermediate Load,Operational,Boiler 05,Dry Bottom Boiler,Babcock & Wilcox,PC SC Tangential LNB SOFA ESP-HS FGC SCR (FGD-WS-JBR 2010) (BAG 2016),6351470,lbs/hr,3175.735,3625,PSIG,250,1000,deg F,538,Southern Company Services,,,,33.244211,-86.458056,0
New York Power Authority,New York Power Authority,New York Power Authority,Charles Poletti Power Station,Astoria,New York,NY,New York,U.S.A.,Northeast,North America,Power,4911,1016307,Poletti 06,1005227,Steam Turbine,883,,1-Mar-77,1977,1-Feb-10,Fuel Oil No. 6 Residual,Natural Gas,Fuel Oil,9808,Intermediate Load,Closed,Boiler 06,Dry Bottom Boiler,Wood Foster Wheeler,Front-Fired FGR,6600000,lbs/hr,3300,2875,PSIG,198,1005,deg F,541,Ebasco,Ebasco,8266,,40.789052,-73.906634,0
Peabody Energy Corporation,Prairie State Generating Company LLC,Prairie State Generating Company LLC,Prairie State Energy Campus,Marissa,Washington,IL,Illinois,U.S.A.,Great Lakes,North America,Power,4931,1057046,Prairie State 02,1020944,Steam Turbine,883,1-Oct-07,3-Nov-12,2012,,Coal Bituminous,Natural Gas,Coal,10291,Base Load,Operational,Boiler 02,Dry Bottom Boiler,Babcock & Wilcox,PC Supercritical Opposed-Fired SCR LNB ESP FGD-WS ESP-W&D,5912737,lbs/hr,2956.3685,3785,PSIG,261,1054,deg F,568,Bechtel Corporation,Bechtel Corporation,,2007,38.2782522,-89.6685687,0
Peabody Energy Corporation,Prairie State Generating Company LLC,Prairie State Generating Company LLC,Prairie State Energy Campus,Marissa,Washington,IL,Illinois,U.S.A.,Great Lakes,North America,Power,4931,1057046,Prairie State 01,1020943,Steam Turbine,883,1-Oct-07,8-Jun-12,2012,,Coal Bituminous,Natural Gas,Coal,10661,Base Load,Operational,Boiler 01,Dry Bottom Boiler,Babcock & Wilcox,PC Supercritical Opposed-Fired SCR LNB FGD-WS ESP-W&D,5912737,lbs/hr,2956.3685,3785,PSIG,261,1054,deg F,568,Bechtel Corporation,Bechtel Corporation,,2007,38.2782522,-89.6685687,0
Dominion Energy Incorporated,Dominion Virginia Power,Dominion Virginia Power,Yorktown Power Station,Yorktown,York,VA,Virginia,U.S.A.,Mid Atlantic,North America,Power,4911,1506880,Yorktown 03,1006286,Steam Turbine,882,,1-Dec-74,1974,31-May-23,Fuel Oil No. 6 Residual,Fuel Gas,Fuel Oil,9837,Peak Load,Operational,Boiler 03,Dry Bottom Boiler,GE ALSTOM Combustion Engineering Heritage,Tangential-Fired MC (SNCR Planned),5841000,lbs/hr,2920.5,2600,PSIG,179,1005,deg F,541,Brown & Root,Brown & Root,8061,,37.215057,-76.461597,0
Vistra Energy Corporation,Oak Grove Management Company LLC,Oak Grove Management Company LLC,Oak Grove Generating Station,Franklin,Robertson,TX,Texas,U.S.A.,Southwest,North America,Power,4931,1002706,Oak Grove 02,1038919,Steam Turbine,878.6,1-Feb-08,21-May-10,2010,,Coal Lignite,Natural Gas,Coal,8978,Base Load,Operational,Boiler 02,Dry Bottom Boiler,Babcock & Wilcox,PC Opposed-Fired LNB OFA SCR FGD-WS ACIS BAG,5740000,lbs/hr,2870,3550,PSIG,245,1000,deg F,538,Burns & McDonnell,Fluor Corporation,,2008,31.1803,-96.4866,0
NRG Energy Incorporated,NRG Texas Power LLC,NRG Texas Power LLC,Limestone Electric Generating Station,Jewett,Leon,TX,Texas,U.S.A.,Southwest,North America,Power,4931,1001738,Limestone 02,1004024,Steam Turbine,877,,1-Dec-86,1986,,Coal Lignite,Coal Subbituminous,Coal,10077,Intermediate Load,Operational,Boiler 02,Dry Bottom Boiler,GE ALSTOM Combustion Engineering Heritage,PC Tangential-Fired LNB OFA ESP-CS FGD-WS (DCS Bailey Infi-90)(ACIS 2014) (SNCR 2016),5520000,lbs/hr,2760,2400,PSIG,165,1000,deg F,538,Ebasco,H.B. Zachry,,,31.4219,-96.2525,0
NextEra Energy Incorporated,Florida Power & Light Company,Florida Power & Light Company,Manatee Power Station,Parrish,Manatee,FL,Florida,U.S.A.,Southeast,North America,Power,4911,1510100,Manatee 01,1004511,Steam Turbine,863.3,,1-Oct-76,1976,1-Jan-22,Fuel Oil No. 6 Residual,Natural Gas,Fuel Oil,10459,Intermediate Load,Closed,Boiler 01,Dry Bottom Boiler,Wood Foster Wheeler,Front-Fired LNB MC (ESP-10/2011),5750000,lbs/hr,2875,2875,PSIG,198,1005,deg F,541,Brown & Root,Brown & Root,,,27.6058,-82.3456,0
NextEra Energy Incorporated,Florida Power & Light Company,Florida Power & Light Company,Martin County Power Station,Indiantown,Martin,FL,Florida,U.S.A.,Southeast,North America,Power,4911,1013462,Martin County 01,1004519,Steam Turbine,863.3,,1-Dec-80,1980,31-Dec-18,Natural Gas,Fuel Oil No. 6 Residual,Natural Gas,9870,Intermediate Load,Closed,Boiler 01,Dry Bottom Boiler,Wood Foster Wheeler,Front-Fired LNB MC (ESP 2013),5751000,lbs/hr,2875.5,2875,PSIG,198,1005,deg F,541,Brown & Root,"United Engineers & Constructors, Inc.",,,27.056172,-80.564284,0
NextEra Energy Incorporated,Florida Power & Light Company,Florida Power & Light Company,Manatee Power Station,Parrish,Manatee,FL,Florida,U.S.A.,Southeast,North America,Power,4911,1510100,Manatee 02,1004515,Steam Turbine,863.3,,1-Dec-77,1977,1-Jan-22,Fuel Oil No. 6 Residual,Natural Gas,Fuel Oil,10459,Intermediate Load,Closed,Boiler 02,Dry Bottom Boiler,Wood Foster Wheeler,Front-Fired LNB MC,5750000,lbs/hr,2875,2875,PSIG,198,1005,deg F,541,Brown & Root,Brown & Root,,,27.6058,-82.3456,0
NextEra Energy Incorporated,Florida Power & Light Company,Florida Power & Light Company,Martin County Power Station,Indiantown,Martin,FL,Florida,U.S.A.,Southeast,North America,Power,4911,1013462,Martin County 02,1004849,Steam Turbine,863.3,,1-Jun-81,1981,31-Dec-18,Natural Gas,Fuel Oil No. 6 Residual,Natural Gas,9902,Intermediate Load,Closed,Boiler 02,Dry Bottom Boiler,Wood Foster Wheeler,Front-Fired LNB MC (ESP 2014),5751000,lbs/hr,2875.5,2875,PSIG,198,1005,deg F,541,Brown & Root,"United Engineers & Constructors, Inc.",,,27.056172,-80.564284,0
Xcel Energy Incorporated,Public Service Company of Colorado,Public Service Company of Colorado,Comanche Power Station,Pueblo,Pueblo,CO,Colorado,U.S.A.,Rocky Mountains,North America,Power,4911,1016426,Comanche 03,1034336,Steam Turbine,856.8,2-Nov-05,15-Feb-10,2010,31-Dec-31,Coal Subbituminous,Natural Gas,Coal,8899,Base Load,Operational,Boiler 03,Dry Bottom Boiler,GE ALSTOM Heritage,63000105-3 PC (6) Pulverizers Tangential PRB ALNB SOFA SCR FGD-DS BAG ACIS,5560000,lbs/hr,2780,3732,PSIG,257,1055,deg F,568,ALSTOM,"Shaw Group, Inc.",6973,2005,38.2081,-104.5747,0
Riverstone Holdings LLC,Talen Energy Corporation,Talen Energy Corporation,Martins Creek Power Station,Bangor,Northampton,PA,Pennsylvania,U.S.A.,Northeast,North America,Power,4911,1503204,Martins Creek 03 ST,1005498,Steam Turbine,850.5,,1-Oct-75,1975,,Natural Gas,Fuel Oil No. 6 Residual,Natural Gas,9467,Peak Load,Operational,Boiler 03,Watertube Boiler,GE ALSTOM Combustion Engineering Heritage,Tangential-Fired,5840000,lbs/hr,2920,2400,PSIG,165,1000,deg F,538,,,,,40.79828,-75.10614,0
Riverstone Holdings LLC,Talen Energy Corporation,Talen Energy Corporation,Martins Creek Power Station,Bangor,Northampton,PA,Pennsylvania,U.S.A.,Northeast,North America,Power,4911,1503204,Martins Creek 04 ST,1005499,Steam Turbine,850.5,,1-Mar-77,1977,,Natural Gas,Fuel Oil No. 6 Residual,Natural Gas,9427,Peak Load,Operational,Boiler 04,Watertube Boiler,GE ALSTOM Combustion Engineering Heritage,Tangential-Fired,5840000,lbs/hr,2920,2400,PSIG,165,1000,deg F,538,Gilbert Associates,"United Engineers & Constructors, Inc.",,,40.79828,-75.10614,0
Entergy Corporation,Entergy Arkansas Incorporated,Entergy Arkansas Incorporated,White Bluff Power Station,Redfield,Jefferson,AR,Arkansas,U.S.A.,Southwest,North America,Power,4911,1014425,White Bluff 01,1006230,Steam Turbine,850,,1-Aug-80,1980,15-Jun-28,Coal Subbituminous,Coal Bituminous,Coal,10770,Base Load,Operational,Boiler 01,Dry Bottom Boiler,GE ALSTOM Combustion Engineering Heritage,PC Tangential-Fired OFA LNB ESP-CS (BAG-2016) (FGD-2019),6023000,lbs/hr,3011.5,2400,PSIG,165,1000,deg F,538,Brown & Root,Brown & Root,8700,,34.423643,-92.139198,0
Entergy Corporation,Entergy Arkansas Incorporated,Entergy Arkansas Incorporated,White Bluff Power Station,Redfield,Jefferson,AR,Arkansas,U.S.A.,Southwest,North America,Power,4911,1014425,White Bluff 02,1006232,Steam Turbine,850,,1-Jul-81,1981,15-Jun-28,Coal Subbituminous,Coal Bituminous,Coal,10770,Base Load,Operational,Boiler 02,Dry Bottom Boiler,GE ALSTOM Combustion Engineering Heritage,PC Tangential-Fired OFA LNB ESP-CS (BAG-2016) (FGD-2019),6023000,lbs/hr,3011.5,2400,PSIG,165,1000,deg F,538,Brown & Root,Brown & Root,8700,,34.423643,-92.139198,0
Entergy Corporation,Entergy Arkansas Incorporated,Entergy Operations Incorporated,Independence Power Station,Newark,Independence,AR,Arkansas,U.S.A.,Southwest,North America,Power,4911,1014423,Independence 01 ST,1006221,Steam Turbine,850,,1-Jan-83,1983,1-Jan-30,Coal Subbituminous,Biodiesel,Coal,10490,Base Load,Operational,Boiler 01,Wet Bottom Boiler,GE ALSTOM Combustion Engineering Heritage,PC Tangential-Fired LNB OFA ESP-CS (Alstom ACI - Fall 2014),6023000,lbs/hr,3011.5,2400,PSIG,165,1000,deg F,538,Chas T Main,Brown & Root,8700,,35.6781,-91.4084,0
Entergy Corporation,Entergy Arkansas Incorporated,Entergy Operations Incorporated,Independence Power Station,Newark,Independence,AR,Arkansas,U.S.A.,Southwest,North America,Power,4911,1014423,Independence 02 ST,1006222,Steam Turbine,850,,1-Dec-84,1984,1-Jan-30,Coal Subbituminous,Biodiesel,Coal,10630,Intermediate Load,Operational,Boiler 02,Wet Bottom Boiler,GE ALSTOM Combustion Engineering Heritage,PC Tangential-Fired LNB OFA ESP-CS (Alstom ACI - Fall 2014),6023000,lbs/hr,3011.5,2400,PSIG,165,1000,deg F,538,Chas T Main,Brown & Root,8700,,35.6781,-91.4084,0
Frontier Group of Companies,Frontier Industrial Corporation,Frontier Industrial Corporation,Conesville Power Station,Conesville,Coshocton,OH,Ohio,U.S.A.,Great Lakes,North America,Power,4911,1518785,Conesville 04,1003943,Steam Turbine,841.5,,1-Jun-73,1973,1-Jun-20,Coal Bituminous,,Coal,9789,Base Load,Removed,Boiler 04,Dry Bottom Boiler,GE ALSTOM Combustion Engineering Heritage,Tangential-Fired ESP-CS FGC SCR FGD-WS,5900000,lbs/hr,2950,3690,PSIG,254,1010,deg F,543,Black & Veatch,Ebasco,,,40.18639,-81.87861,0
NRG Energy Incorporated,NRG Texas Power LLC,NRG Texas Power LLC,Limestone Electric Generating Station,Jewett,Leon,TX,Texas,U.S.A.,Southwest,North America,Power,4931,1001738,Limestone 01,1004022,Steam Turbine,838,,1-Dec-85,1985,,Coal Lignite,Coal Subbituminous,Coal,10077,Base Load,Operational,Boiler 01,Dry Bottom Boiler,GE ALSTOM Combustion Engineering Heritage,PC Tangential-Fired LNB OFA ESP-CS FGD-WS (DCS Bailey Infi-90)(ACIS-2014) (SNCR-2016),5520000,lbs/hr,2760,2400,PSIG,165,1000,deg F,538,Ebasco,H.B. Zachry,,,31.4219,-96.2525,0
Riverstone Holdings LLC,Talen Energy Corporation,Talen Energy Corporation,Colstrip Power Station,Colstrip,Rosebud,MT,Montana,U.S.A.,Rocky Mountains,North America,Power,4931,1015370,Colstrip 04,1007495,Steam Turbine,823.7,,1-Apr-86,1986,31-Dec-27,Coal Subbituminous,Fuel Oil No. 2 Distillate Diesel,Coal,10083,Base Load,Operational,Boiler 04,Dry Bottom Boiler,GE ALSTOM Combustion Engineering Heritage,PC Tangential/Concentric-Fired OFA LNB(LNCFS III) FGD-WS (LNB-08),5915000,lbs/hr,2957.5,2645,PSIG,182,1005,deg F,541,Bechtel Corporation,Bechtel Corporation,7573,,45.883931,-106.613753,0
Riverstone Holdings LLC,Talen Energy Corporation,Talen Energy Corporation,Colstrip Power Station,Colstrip,Rosebud,MT,Montana,U.S.A.,Rocky Mountains,North America,Power,4931,1015370,Colstrip 03,1007494,Steam Turbine,823.7,,1-Jan-84,1984,31-Dec-27,Coal Subbituminous,Fuel Oil No. 2 Distillate Diesel,Coal,10083,Base Load,Operational,Boiler 03,Dry Bottom Boiler,GE ALSTOM Combustion Engineering Heritage,PC Tangential/Concentric-Fired LNB(LNCFS III) OFA FGD-WS,5915000,lbs/hr,2957.5,2645,PSIG,182,1005,deg F,541,Bechtel Corporation,Bechtel Corporation,7573,,45.883931,-106.613753,0
DTE Energy Company,DTE Energy Company,DTE Energy Company,Monroe Power Station,Monroe,Monroe,MI,Michigan,U.S.A.,Great Lakes,North America,Power,4911,1009796,Monroe 03,1004838,Steam Turbine,822.6,,1-May-73,1973,31-Dec-40,Coal Subbituminous,Coal Bituminous,Coal,9698,Base Load,Operational,Boiler 03,Dry Bottom Boiler,Babcock & Wilcox,PC Opposed-Fired LNB OFA SCR ESP-CS FGC FGD-WS,5718000,lbs/hr,2859,3800,PSIG,262,1000,deg F,538,Black & Veatch,Bechtel Corporation,7624,,41.89169,-83.34576,0
DTE Energy Company,DTE Energy Company,DTE Energy Company,Monroe Power Station,Monroe,Monroe,MI,Michigan,U.S.A.,Great Lakes,North America,Power,4911,1009796,Monroe 02,1004834,Steam Turbine,822.6,,1-Mar-73,1973,31-Dec-40,Coal Subbituminous,Coal Bituminous,Coal,9698,Base Load,Operational,Boiler 02,Dry Bottom Boiler,Babcock & Wilcox,PC Opposed-Fired LNB OFA ESP-CS FGC (B&W FGD-WS  & Riley Power SCR -10/2014),5718000,lbs/hr,2859,3800,PSIG,262,1000,deg F,538,Black & Veatch,Bechtel Corporation,7624,,41.89169,-83.34576,0
CMS Energy Corporation,Consumers Energy,Consumers Energy,J H Campbell Power Station #3,West Olive,Ottawa,MI,Michigan,U.S.A.,Great Lakes,North America,Power,4911,1012171,J H Campbell 03,1004055,Steam Turbine,820,,1-Sep-80,1980,1-Jan-25,Coal Subbituminous,Coal Bituminous,Coal,9309,Base Load,Operational,Boiler 03,Dry Bottom Boiler,Wood Foster Wheeler,PC Opposed-Fired LNB (ESP-CS 1978 Buell Envirotech) FGC SCR (FGD-DS SDA2014) (BAG-2012) ACIS,6000000,lbs/hr,3000,2900,PSIG,200,1005,deg F,541,,,8420,,42.910406,-86.203641,0
City of San Antonio,CPS Energy,CPS Energy,J K Spruce Power Station,San Antonio,Bexar,TX,Texas,U.S.A.,Southwest,North America,Power,4911,1001521,Spruce 02,1018265,Steam Turbine,820,24-Mar-06,1-May-10,2010,,Coal Subbituminous,Natural Gas,Coal,10083,Base Load,Operational,Boiler 02,Dry Bottom Boiler,GE ALSTOM Combustion Engineering Heritage,PC Tangential-Fired TFS 2000 LNB SOFA FGD-WS ESP-CS BAG SCR (ACIS 2013),4973000,lbs/hr,2486.5,2452,PSIG,169,1050,deg F,566,Black & Veatch,The Industrial Company (TIC),,2006,29.309333,-98.320795,0
Riverstone Holdings LLC,Talen Energy Corporation,Talen Energy Corporation,Montour Power Station,Washingtonville,Montour,PA,Pennsylvania,U.S.A.,Northeast,North America,Power,4931,1508670,Montour 02,1005494,Steam Turbine,819,,1-Apr-73,1973,,Coal Bituminous,Fuel Oil No. 2 Distillate Diesel,Coal,8891,Peak Load,Operational,Boiler 02,Dry Bottom Boiler,GE ALSTOM Combustion Engineering Heritage,PC Tangential OFA LNB ESP SCR FGD-WS,5700000,lbs/hr,2850,3830,PSIG,264,1020,deg F,549,Ebasco,Ebasco,,,41.0714,-76.6672,0
Edison International,Southern California Edison Company,Southern California Edison Company,Mohave Power Station,Laughlin,Clark,NV,Nevada,U.S.A.,Rocky Mountains,North America,Power,4911,1015381,Mohave 02,1006330,Steam Turbine,818.1,,1-Oct-71,1971,31-Dec-05,Coal Subbituminous,Natural Gas,Coal,9998,Base Load,Closed,Boiler 02,Dry Bottom Boiler,GE ALSTOM Combustion Engineering Heritage,PC Supercritical Tangential-Fired,5451000,lbs/hr,2725.5,3633,PSIG,250,1008,deg F,542,Bechtel Corporation,Bechtel Corporation,,,35.14564,-114.59167,0
Edison International,Southern California Edison Company,Southern California Edison Company,Mohave Power Station,Laughlin,Clark,NV,Nevada,U.S.A.,Rocky Mountains,North America,Power,4911,1015381,Mohave 01,1006329,Steam Turbine,818.1,,1-Apr-71,1971,31-Dec-05,Coal Subbituminous,Natural Gas,Coal,10123,Base Load,Closed,Boiler 01,Dry Bottom Boiler,GE ALSTOM Combustion Engineering Heritage,PC Supercritical Tangential-Fired,5451000,lbs/hr,2725.5,3633,PSIG,250,1008,deg F,542,Bechtel Corporation,Bechtel Corporation,,,35.14564,-114.59167,0
DTE Energy Company,DTE Energy Company,DTE Energy Company,Monroe Power Station,Monroe,Monroe,MI,Michigan,U.S.A.,Great Lakes,North America,Power,4911,1009796,Monroe 01,1004831,Steam Turbine,817.2,,1-Jun-71,1971,31-Dec-40,Coal Subbituminous,Coal Bituminous,Coal,9698,Base Load,Operational,Boiler 01,Dry Bottom Boiler,Babcock & Wilcox,Opposed-Fired LNB OFA SCR FGC ESP-CS (Alstom FGD-WS Riley Power's SCR 10/2014),5718000,lbs/hr,2859,3800,PSIG,262,1000,deg F,538,Black & Veatch,Bechtel Corporation,7624,,41.89169,-83.34576,0
DTE Energy Company,DTE Energy Company,DTE Energy Company,Monroe Power Station,Monroe,Monroe,MI,Michigan,U.S.A.,Great Lakes,North America,Power,4911,1009796,Monroe 04,1004841,Steam Turbine,817.2,,1-May-74,1974,31-Dec-40,Coal Subbituminous,Coal Bituminous,Coal,9698,Base Load,Operational,Boiler 04,Dry Bottom Boiler,Babcock & Wilcox,PC Opposed-Fired LNB OFA SCR ESP-CS FGC FGD-WS,5718000,lbs/hr,2859,3800,PSIG,262,1000,deg F,538,Black & Veatch,Bechtel Corporation,7624,,41.89169,-83.34576,0
American Electric Power Company Incorporated,Appalachian Power Company,Appalachian Power Company,Mitchell Power Station,Moundsville,Marshall,WV,West Virginia,U.S.A.,Mid Atlantic,North America,Power,4911,1017322,Mitchell 02,1007872,Steam Turbine,816.3,,1-May-71,1971,31-Dec-40,Coal Bituminous,,Coal,9768,Intermediate Load,Operational,Boiler 02,Dry Bottom Boiler,Wood Foster Wheeler,Model 2-85-304 PC Opposed-Fired ESP LNB FGD-WS SCR,5280000,lbs/hr,2640,3800,PSIG,262,1050,deg F,566,American Electric Power,American Electric Power,7020,,39.8297,-80.8153,0
American Electric Power Company Incorporated,Appalachian Power Company,Appalachian Power Company,Mitchell Power Station,Moundsville,Marshall,WV,West Virginia,U.S.A.,Mid Atlantic,North America,Power,4911,1017322,Mitchell 01,1007867,Steam Turbine,816.3,,1-May-71,1971,1-Dec-40,Coal Bituminous,,Coal,9768,Intermediate Load,Operational,Boiler 01,Dry Bottom Boiler,Wood Foster Wheeler,Model 2-85-303 PC Opposed-Fired ESP-CS LNB FGD-WS SCR,5280000,lbs/hr,2640,3800,PSIG,262,1025,deg F,552,Black & Veatch,American Electric Power,7020,,39.8297,-80.8153,0
American Electric Power Company Incorporated,Appalachian Power Company,Appalachian Power Company,John Amos Power Station,Winfield,Putnam,WV,West Virginia,U.S.A.,Mid Atlantic,North America,Power,4911,1516038,John E Amos 01,1007889,Steam Turbine,816.3,,1-Sep-71,1971,1-Dec-33,Coal Bituminous,Fuel Oil No. 2 Distillate Diesel,Coal,9680,Intermediate Load,Operational,Boiler 01,Dry Bottom Boiler,Wood Foster Wheeler,PC #2-85-543 SC Opposed-Fired LNB SCR ESP-CS FGD-WS OFA,5280000,lbs/hr,2640,3800,PSIG,262,1010,deg F,543,American Electric Power,American Electric Power,7020,,38.473069,-81.822458,0
American Electric Power Company Incorporated,Appalachian Power Company,Appalachian Power Company,John Amos Power Station,Winfield,Putnam,WV,West Virginia,U.S.A.,Mid Atlantic,North America,Power,4911,1516038,John E Amos 02,1007894,Steam Turbine,816.3,,1-Jun-72,1972,1-Dec-33,Coal Bituminous,,Coal,9597,Base Load,Operational,Boiler 02,Dry Bottom Boiler,Wood Foster Wheeler,PC Opposed-Fired LNB SCR ESP-CS (FGD-WS 4Q2009) SN:2-85-706,5280000,lbs/hr,2640,3800,PSIG,262,1010,deg F,543,American Electric Power,American Electric Power,7020,,38.473069,-81.822458,0
American Electric Power Company Incorporated,Kentucky Power Company,Kentucky Power Company,Big Sandy Power Station,Louisa,Lawrence,KY,Kentucky,U.S.A.,Great Lakes,North America,Power,4911,1014084,Big Sandy 02,1006431,Steam Turbine,816,,1-Oct-69,1969,31-May-15,Coal Bituminous,,Coal,9504,Base Load,Closed,Boiler 02,Dry Bottom Boiler,Wood Foster Wheeler,PC Opposed-Fired LNB SCR ESP-CS FGC (Dry FGDs-2015),5280000,lbs/hr,2640,3700,PSIG,255,1000,deg F,538,Black & Veatch,American Electric Power,7914,,38.1707,-82.6176,0
DTE Energy Company,DTE Energy,DTE Energy,Greenwood Energy Center,Avoca,Saint Clair,MI,Michigan,U.S.A.,Great Lakes,North America,Power,4931,1012220,Greenwood 01 ST,1004321,Steam Turbine,815.4,,1-Jul-79,1979,,Natural Gas,Fuel Oil No. 2 Distillate Diesel,Natural Gas,10583,Peak Load,Operational,Boiler 01,Dry Bottom Boiler,Wood Foster Wheeler,Front-Fired LNB OFA FGR,5550000,lbs/hr,2775,2875,PSIG,198,1005,deg F,541,Bechtel Corporation,,,,43.102306,-82.697151,1
Xcel Energy Incorporated,Northern States Power Company,Northern States Power Company,Sherburne County Power Station,Becker,Sherburne,MN,Minnesota,U.S.A.,Midwest,North America,Power,4911,1014394,Sherburne 03 ST,1007038,Steam Turbine,809,,1-Nov-87,1987,1-Jan-34,Coal Subbituminous,,Coal,9947,Base Load,Operational,Boiler 03,Dry Bottom Boiler,Babcock & Wilcox,PC Opposed-Fired LNB BAG FGD-DS (SCR-2012),6150000,lbs/hr,3075,2500,PSIG,172,1005,deg F,541,Black & Veatch,,,,45.379119,-93.896413,1
"GenPower Holdings, LP",Longview Power LLC,Longview Power LLC,Longview Power,Maidsville,Monongalia,WV,West Virginia,U.S.A.,Mid Atlantic,North America,Power,4931,1056720,Longview 01,1020431,Steam Turbine,807.5,26-Jan-07,12-Dec-11,2011,,Coal Bituminous,,Coal,8728,Base Load,Operational,Boiler 01,Dry Bottom Boiler,Wood Foster Wheeler,Opposed-Fired Benson Vertical Tubing LNB OFA SCR FGD-WS BAG Hydrated Lime Injection,4876400,lbs/hr,2438.2,3735,PSIG,258,1056,deg F,569,Siemens,Aker Kvaerner Engineering and Construction,,2007,39.685516,-79.945562,0
Southern Company,Georgia Power Company,Georgia Power Company,Bowen Steam Electric Generating Station,Cartersville,Bartow,GA,Georgia,U.S.A.,Southeast,North America,Power,4911,1011979,Bowen 01,1005667,Steam Turbine,805.8,,1-Oct-71,1971,,Coal Bituminous,Fuel Oil No. 2 Distillate Diesel,Coal,9683,Base Load,Operational,Boiler 01,Dry Bottom Boiler,GE ALSTOM Combustion Engineering Heritage,20834 PC Tangential-Fired LNB SOFA SCR ESP-CS (FGD-WS-JBR-2008) (B&W BAG-2015),5045000,lbs/hr,2522.5,3625,PSIG,250,1000,deg F,538,Black & Veatch,Southern Company Services,8437,,34.1256,-84.9222,0
